row,folder,file,d43_filename,d44_res,d44_plays,d44_dur>60,d45_size<30,d45_bitrate,d7_deadair,d6_hum,lufs,auto_status,E1_cap-covers-picture,E2_cap-not-split-synced,E3_cap-font-shrunk,E4_tofu-in-captions,E5_tofu-end-card,E8_tts-homograph,E9_narrator-quotes-kjv,E10_jesus-not-exact-kjv,E12_face-visible-where-withheld,E13_face-inconsistent,E14_caucasian-jesus,E15_halo-glow,E16_brown-mantle-variance,E17_wrong-limb-count,E18_duplicate-character,E19_look-drift,E20_trait-not-reading,E21_trait-caricature,E22_wrong-scale,E23_on-the-water,E24_direction-vs-narration,E25_action-wrong,E26_lighting-wrong-tod,E27_figure-out-of-place,E28_gore-wet-tears,E29_embodied-satan,E30_shame-no-mercy,E31_fear-closing-card,E32_child-in-peril,E33_not-10yo-safe,E34_style-drift,E35_ai-clip-in-stills,E36_gibberish-text,E37_modern-objects,E38_ref-portrait-collapse,E39_must-show-missing,E40_must-never-show-present,E41_verse-card-source,E42_closing-q-vs-seed,E46_narrator-not-plain,E47_not-carried-to-final-verse,E48_sacred-silence-missing
110,build-110-lords-prayer,matthew-6_the-lords-prayer.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
111,build-111-lilies-and-sparrows,matthew-6_lilies-and-sparrows.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
112,build-112-beatitudes,matthew-5_the-beatitudes.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
113,build-113-where-art-thou,genesis-3_where-art-thou.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
114,build-114-abraham-sodom,genesis-18_abraham-pleads-for-sodom.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.6),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
115,build-115-ram-in-the-thicket,genesis-22_the-ram-in-the-thicket.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
116,build-116-graven-on-his-palms,isaiah-49_graven-on-his-palms.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
117,build-117-hosea-buys-her-back,hosea-1_hosea-buys-her-back.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
118,build-118-jonah-god-who-relents,jonah-1_jonah-god-who-relents.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
119,build-119-fourth-man-in-fire,daniel-3_fourth-man-in-fire.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
120,build-120-job-from-whirlwind,job-38_job-from-whirlwind.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.6),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
121,build-121-salt-and-light,matthew-5_salt-and-light.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
122,build-122-mote-and-beam,matthew-7_mote-and-beam.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
123,build-123-golden-rule,matthew-7_golden-rule.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
124,build-124-love-your-enemies,matthew-5_love-your-enemies.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
125,build-125-i-never-knew-you,matthew-7_i-never-knew-you.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
126,build-126-by-their-fruits,matthew-7_by-their-fruits.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-15.0),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
127,build-127-the-strait-gate,matthew-7_the-strait-gate.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
128,build-128-famine-of-hearing,amos-8_famine-of-hearing.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
129,build-129-nazareth-only-a-few,mark-6_nazareth-only-a-few.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
130,build-130-what-manner-of-spirit,luke-9_what-manner-of-spirit.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
131,build-131-scribe-near-the-kingdom,mark-12_scribe-near-the-kingdom.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
132,build-132-forbid-him-not,mark-9_forbid-him-not.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
133,build-133-many-mansions,john-14_many-mansions.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
134,build-134-other-sheep-i-have,john-10_other-sheep-i-have.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
135,build-135-rainbow-covenant,genesis-9_the-rainbow-covenant.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
136,build-136-healed-in-two-touches,mark-8_healed-in-two-touches.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
137,build-137-stephen-sees-him-standing,acts-7_stephen-sees-him-standing.mp4,PASS,PASS,PASS,PASS,PASS,PASS,FAIL(4.44s),PASS,PASS(-14.8),FAIL,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
138,build-138-his-offspring,acts-17_we-are-his-offspring.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
139,build-139-lamp-on-a-stand,matthew-5_lamp-on-a-stand.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
140,build-140-road-runs-both-ways,luke-15_road-runs-both-ways.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
141,build-141-bread-of-life,john-6_i-am-the-bread-of-life.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-15.0),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
142,build-142-light-of-the-world,john-8_i-am-the-light-of-the-world.mp4,PASS,PASS,PASS,PASS,PASS,PASS,FAIL(4.13s),PASS,PASS(-14.8),FAIL,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
143,build-143-i-am-the-door,john-10_i-am-the-door.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
144,build-144-resurrection-and-the-life,john-11_resurrection-and-the-life.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
145,build-145-way-truth-life,john-14_way-truth-life.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
146,build-146-vine-and-branches,john-15_vine-and-branches.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
147,build-147-joseph-forgives,genesis-45_joseph-forgives.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
148,build-148-ruth-and-the-redeemer,ruth-1_ruth-and-the-redeemer.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
149,build-149-hannah-is-heard,1-samuel-1_hannah-is-heard.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
150,build-150-shepherd-psalm,psalm-23_the-shepherd-psalm.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
151,build-151-ask-of-god,james-1_ask-of-god.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
152,build-152-revealeth-his-secret,amos-3_revealeth-his-secret.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
153,build-153-restitution,acts-3_restitution-of-all-things.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
154,build-154-everlasting-gospel,revelation-14_everlasting-gospel.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
155,build-155-falling-away,2thessalonians-2_a-falling-away.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
156,build-156-famine-of-hearing,amos-8_famine-of-hearing.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
157,build-157-marvellous-work,isaiah-29_marvellous-work.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
158,build-158-two-sticks,ezekiel-37_two-sticks.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
159,build-159-other-sheep,john-10_other-sheep.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
160,build-160-stone-cut,daniel-2_stone-cut-without-hands.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
161,build-161-called-of-god,hebrews-5_called-of-god.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
162,build-162-keys-of-kingdom,matthew-16_keys-of-the-kingdom.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
163,build-163-apostles-prophets,ephesians-2_apostles-and-prophets.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.6),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
